"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0044272","GO:0044272","sulfur compound biosynthetic process","2/329","190/17913",0.866855683044079,0.983628011381301,0.874481635701342,"B4GALT3/GGCT",2
"GO:0008543","GO:0008543","fibroblast growth factor receptor signaling pathway","1/329","109/17913",0.868235594149639,0.983628011381301,0.874481635701342,"POLR2H",1
"GO:0043618","GO:0043618","regulation of transcription from RNA polymerase II promoter in response to stress","1/329","109/17913",0.868235594149639,0.983628011381301,0.874481635701342,"CHEK1",1
"GO:0072009","GO:0072009","nephron epithelium development","1/329","109/17913",0.868235594149639,0.983628011381301,0.874481635701342,"SIX4",1
"GO:1903509","GO:1903509","liposaccharide metabolic process","1/329","109/17913",0.868235594149639,0.983628011381301,0.874481635701342,"B4GALT3",1
"GO:0010811","GO:0010811","positive regulation of cell-substrate adhesion","1/329","110/17913",0.870670467746851,0.983628011381301,0.874481635701342,"MDK",1
"GO:0035725","GO:0035725","sodium ion transmembrane transport","1/329","110/17913",0.870670467746851,0.983628011381301,0.874481635701342,"HCN3",1
"GO:0050864","GO:0050864","regulation of B cell activation","1/329","110/17913",0.870670467746851,0.983628011381301,0.874481635701342,"HMGB3",1
"GO:1902105","GO:1902105","regulation of leukocyte differentiation","3/329","267/17913",0.87132635550034,0.983628011381301,0.874481635701342,"HMGB3/MDK/FANCD2",3
"GO:0007565","GO:0007565","female pregnancy","2/329","193/17913",0.872562176633088,0.983628011381301,0.874481635701342,"PPAT/SPP1",2
"GO:0035637","GO:0035637","multicellular organismal signaling","2/329","193/17913",0.872562176633088,0.983628011381301,0.874481635701342,"NUP155/KCNMB3",2
"GO:0060541","GO:0060541","respiratory system development","2/329","193/17913",0.872562176633088,0.983628011381301,0.874481635701342,"TIMELESS/SIX4",2
"GO:1904950","GO:1904950","negative regulation of establishment of protein localization","2/329","193/17913",0.872562176633088,0.983628011381301,0.874481635701342,"IDH2/BARD1",2
"GO:0021782","GO:0021782","glial cell development","1/329","111/17913",0.873060481570998,0.983628011381301,0.874481635701342,"MDK",1
"GO:0046620","GO:0046620","regulation of organ growth","1/329","111/17913",0.873060481570998,0.983628011381301,0.874481635701342,"CCNB1",1
"GO:0051149","GO:0051149","positive regulation of muscle cell differentiation","1/329","111/17913",0.873060481570998,0.983628011381301,0.874481635701342,"MESP1",1
"GO:0051047","GO:0051047","positive regulation of secretion","5/329","409/17913",0.874060388030854,0.983628011381301,0.874481635701342,"STX1A/SPP1/MDK/RAB15/NMU",5
"GO:0006813","GO:0006813","potassium ion transport","2/329","194/17913",0.874413883392087,0.983628011381301,0.874481635701342,"HCN3/KCNMB3",2
"GO:2000377","GO:2000377","regulation of reactive oxygen species metabolic process","2/329","194/17913",0.874413883392087,0.983628011381301,0.874481635701342,"FOXM1/TRAP1",2
"GO:0008645","GO:0008645","hexose transmembrane transport","1/329","112/17913",0.875406459638807,0.983628011381301,0.874481635701342,"SLC50A1",1
"GO:0072599","GO:0072599","establishment of protein localization to endoplasmic reticulum","1/329","112/17913",0.875406459638807,0.983628011381301,0.874481635701342,"CHMP4B",1
"GO:0051648","GO:0051648","vesicle localization","3/329","270/17913",0.876121564681095,0.983628011381301,0.874481635701342,"STX1A/CHRNA5/MYO7A",3
"GO:0006473","GO:0006473","protein acetylation","2/329","195/17913",0.876240834610339,0.983628011381301,0.874481635701342,"CHEK1/PYGO2",2
"GO:0050727","GO:0050727","regulation of inflammatory response","6/329","479/17913",0.877149884409585,0.983628011381301,0.874481635701342,"SMPDL3B/MDK/FANCD2/PBK/F12/DNASE1",6
"GO:0003279","GO:0003279","cardiac septum development","1/329","113/17913",0.877709210876313,0.983628011381301,0.874481635701342,"SALL4",1
"GO:0030183","GO:0030183","B cell differentiation","1/329","113/17913",0.877709210876313,0.983628011381301,0.874481635701342,"HMGB3",1
"GO:0043666","GO:0043666","regulation of phosphoprotein phosphatase activity","1/329","113/17913",0.877709210876313,0.983628011381301,0.874481635701342,"PPME1",1
"GO:0051817","GO:0051817","modification of morphology or physiology of other organism involved in symbiotic interaction","1/329","113/17913",0.877709210876313,0.983628011381301,0.874481635701342,"PC",1
"GO:1903825","GO:1903825","organic acid transmembrane transport","1/329","113/17913",0.877709210876313,0.983628011381301,0.874481635701342,"SLC25A10",1
"GO:1905039","GO:1905039","carboxylic acid transmembrane transport","1/329","113/17913",0.877709210876313,0.983628011381301,0.874481635701342,"SLC25A10",1
"GO:0043588","GO:0043588","skin development","5/329","412/17913",0.877970153201074,0.983628011381301,0.874481635701342,"KRT80/KRT8/CNFN/ABCB6/ST14",5
"GO:0006936","GO:0006936","muscle contraction","4/329","343/17913",0.878346623674812,0.983628011381301,0.874481635701342,"NUP155/ENO1/MB/NMU",4
"GO:0051348","GO:0051348","negative regulation of transferase activity","3/329","272/17913",0.879229976676666,0.983628011381301,0.874481635701342,"PLK1/HEXIM2/MAD2L1",3
"GO:0000956","GO:0000956","nuclear-transcribed mRNA catabolic process","2/329","197/17913",0.879821593090398,0.983628011381301,0.874481635701342,"CNOT11/SKIV2L",2
"GO:0002221","GO:0002221","pattern recognition receptor signaling pathway","2/329","197/17913",0.879821593090398,0.983628011381301,0.874481635701342,"SMPDL3B/IRAK1",2
"GO:0006661","GO:0006661","phosphatidylinositol biosynthetic process","1/329","114/17913",0.879969529394385,0.983628011381301,0.874481635701342,"SYNJ2",1
"GO:0015749","GO:0015749","monosaccharide transmembrane transport","1/329","114/17913",0.879969529394385,0.983628011381301,0.874481635701342,"SLC50A1",1
"GO:1901222","GO:1901222","regulation of NIK/NF-kappaB signaling","1/329","114/17913",0.879969529394385,0.983628011381301,0.874481635701342,"IRAK1",1
"GO:0070646","GO:0070646","protein modification by small protein removal","3/329","273/17913",0.880758121582962,0.983628011381301,0.874481635701342,"CDC20/CCNA2/BARD1",3
"GO:0006109","GO:0006109","regulation of carbohydrate metabolic process","2/329","198/17913",0.881575956811975,0.983628011381301,0.874481635701342,"NUP210/NUP155",2
"GO:0002791","GO:0002791","regulation of peptide secretion","6/329","483/17913",0.881901403745907,0.983628011381301,0.874481635701342,"STX1A/IDH2/MDK/UQCC2/ICA1/NMU",6
"GO:0019751","GO:0019751","polyol metabolic process","1/329","115/17913",0.882188194759251,0.983628011381301,0.874481635701342,"SGPP2",1
"GO:0043484","GO:0043484","regulation of RNA splicing","1/329","115/17913",0.882188194759251,0.983628011381301,0.874481635701342,"SRPK1",1
"GO:0043620","GO:0043620","regulation of DNA-templated transcription in response to stress","1/329","115/17913",0.882188194759251,0.983628011381301,0.874481635701342,"CHEK1",1
"GO:0070252","GO:0070252","actin-mediated cell contraction","1/329","115/17913",0.882188194759251,0.983628011381301,0.874481635701342,"NUP155",1
"GO:0030278","GO:0030278","regulation of ossification","2/329","199/17913",0.883306677866396,0.983628011381301,0.874481635701342,"CTHRC1/MDK",2
"GO:0048762","GO:0048762","mesenchymal cell differentiation","2/329","199/17913",0.883306677866396,0.983628011381301,0.874481635701342,"EZH2/MDK",2
"GO:0071229","GO:0071229","cellular response to acid chemical","2/329","199/17913",0.883306677866396,0.983628011381301,0.874481635701342,"WNT3/CCNB1",2
"GO:0010633","GO:0010633","negative regulation of epithelial cell migration","1/329","116/17913",0.884365972258083,0.983628011381301,0.874481635701342,"MARVELD3",1
"GO:0022612","GO:0022612","gland morphogenesis","1/329","116/17913",0.884365972258083,0.983628011381301,0.874481635701342,"MDK",1
"GO:0031929","GO:0031929","TOR signaling","1/329","116/17913",0.884365972258083,0.983628011381301,0.874481635701342,"TTI1",1
"GO:0034219","GO:0034219","carbohydrate transmembrane transport","1/329","116/17913",0.884365972258083,0.983628011381301,0.874481635701342,"SLC50A1",1
"GO:2000736","GO:2000736","regulation of stem cell differentiation","1/329","116/17913",0.884365972258083,0.983628011381301,0.874481635701342,"SETD1A",1
"GO:0014066","GO:0014066","regulation of phosphatidylinositol 3-kinase signaling","1/329","117/17913",0.886503613159757,0.984684185421548,0.875420613436434,"CEP55",1
"GO:0048706","GO:0048706","embryonic skeletal system development","1/329","117/17913",0.886503613159757,0.984684185421548,0.875420613436434,"SIX4",1
"GO:0061025","GO:0061025","membrane fusion","1/329","117/17913",0.886503613159757,0.984684185421548,0.875420613436434,"STX1A",1
"GO:0034330","GO:0034330","cell junction organization","3/329","277/17913",0.886700491865184,0.984684185421548,0.875420613436434,"ECT2/MARVELD3/CLDN3",3
"GO:0051346","GO:0051346","negative regulation of hydrolase activity","5/329","420/17913",0.887896083699373,0.985627034364175,0.876258840973703,"MCM2/BIRC5/PKMYT1/PPME1/CST1",5
"GO:0043280","GO:0043280","positive regulation of cysteine-type endopeptidase activity involved in apoptotic process","1/329","118/17913",0.888601854970863,0.986025624478007,0.876613202308155,"DAP",1
"GO:0008637","GO:0008637","apoptotic mitochondrial changes","1/329","119/17913",0.890661421687052,0.98792553949999,0.8783022969424,"GGCT",1
"GO:1905477","GO:1905477","positive regulation of protein localization to membrane","1/329","120/17913",0.892683024039809,0.989781879286244,0.879952651582485,"ARHGEF16",1
"GO:0050673","GO:0050673","epithelial cell proliferation","5/329","425/17913",0.893742667712288,0.990564897414285,0.880648783621702,"MARVELD3/MDK/SIX4/PYGO2/SGPP2",5
"GO:0002687","GO:0002687","positive regulation of leukocyte migration","1/329","121/17913",0.89466735973873,0.990564897414285,0.880648783621702,"MDK",1
"GO:1903038","GO:1903038","negative regulation of leukocyte cell-cell adhesion","1/329","121/17913",0.89466735973873,0.990564897414285,0.880648783621702,"MDK",1
"GO:0071216","GO:0071216","cellular response to biotic stimulus","2/329","206/17913",0.894782426672749,0.990564897414285,0.880648783621702,"IRAK1/EME1",2
"GO:0042552","GO:0042552","myelination","1/329","122/17913",0.896615113709389,0.991435996652216,0.88142322302118,"KIF14",1
"GO:1902904","GO:1902904","negative regulation of supramolecular fiber organization","1/329","122/17913",0.896615113709389,0.991435996652216,0.88142322302118,"SPTBN2",1
"GO:1903409","GO:1903409","reactive oxygen species biosynthetic process","1/329","122/17913",0.896615113709389,0.991435996652216,0.88142322302118,"TRAP1",1
"GO:0042063","GO:0042063","gliogenesis","3/329","285/17913",0.897799323145227,0.992359609415089,0.882244348884094,"EZH2/IDH2/MDK",3
"GO:0051090","GO:0051090","regulation of DNA-binding transcription factor activity","5/329","429/17913",0.898229377325044,0.992449242079419,0.882324035633565,"EZH2/FANCD2/TONSL/IRAK1/DAP",5
"GO:0051235","GO:0051235","maintenance of location","3/329","286/17913",0.899115875667324,0.992937750401923,0.882758337576956,"ASPM/TONSL/BARD1",3
"GO:0007601","GO:0007601","visual perception","2/329","209/17913",0.899372642270664,0.992937750401923,0.882758337576956,"REEP6/MYO7A",2
"GO:0003158","GO:0003158","endothelium development","1/329","124/17913",0.900403553645052,0.992937750401923,0.882758337576956,"MESP1",1
"GO:0046330","GO:0046330","positive regulation of JNK cascade","1/329","124/17913",0.900403553645052,0.992937750401923,0.882758337576956,"UNC5CL",1
"GO:0090150","GO:0090150","establishment of protein localization to membrane","3/329","287/17913",0.900417179425654,0.992937750401923,0.882758337576956,"CHMP4B/RAB26/GORASP2",3
"GO:0010951","GO:0010951","negative regulation of endopeptidase activity","2/329","210/17913",0.900860875351845,0.993041988178545,0.882851008810743,"BIRC5/CST1",2
"GO:0009581","GO:0009581","detection of external stimulus","1/329","125/17913",0.90224554762171,0.994183005593237,0.88386541543969,"REEP6",1
"GO:0007272","GO:0007272","ensheathment of neurons","1/329","126/17913",0.904053576339523,0.995125419553793,0.88470325626183,"KIF14",1
"GO:0008366","GO:0008366","axon ensheathment","1/329","126/17913",0.904053576339523,0.995125419553793,0.88470325626183,"KIF14",1
"GO:0050953","GO:0050953","sensory perception of light stimulus","2/329","213/17913",0.905203560895301,0.995125419553793,0.88470325626183,"REEP6/MYO7A",2
"GO:0033865","GO:0033865","nucleoside bisphosphate metabolic process","1/329","127/17913",0.905828264223051,0.995125419553793,0.88470325626183,"COASY",1
"GO:0033875","GO:0033875","ribonucleoside bisphosphate metabolic process","1/329","127/17913",0.905828264223051,0.995125419553793,0.88470325626183,"COASY",1
"GO:0034032","GO:0034032","purine nucleoside bisphosphate metabolic process","1/329","127/17913",0.905828264223051,0.995125419553793,0.88470325626183,"COASY",1
"GO:0051271","GO:0051271","negative regulation of cellular component movement","4/329","365/17913",0.905835568165046,0.995125419553793,0.88470325626183,"WNT3/IDH2/MARVELD3/FRMD5",4
"GO:0001894","GO:0001894","tissue homeostasis","2/329","214/17913",0.906611271087843,0.995125419553793,0.88470325626183,"CHMP4B/BARD1",2
"GO:1903039","GO:1903039","positive regulation of leukocyte cell-cell adhesion","2/329","214/17913",0.906611271087843,0.995125419553793,0.88470325626183,"MDK/IRAK1",2
"GO:0008286","GO:0008286","insulin receptor signaling pathway","1/329","128/17913",0.907570224251759,0.995125419553793,0.88470325626183,"BAIAP2L1",1
"GO:0045667","GO:0045667","regulation of osteoblast differentiation","1/329","128/17913",0.907570224251759,0.995125419553793,0.88470325626183,"CTHRC1",1
"GO:0070972","GO:0070972","protein localization to endoplasmic reticulum","1/329","128/17913",0.907570224251759,0.995125419553793,0.88470325626183,"CHMP4B",1
"GO:0061564","GO:0061564","axon development","5/329","438/17913",0.907729969497219,0.995125419553793,0.88470325626183,"WNT3/CELSR3/SPP1/SPTBN2/CRABP2",5
"GO:0042113","GO:0042113","B cell activation","2/329","215/17913",0.907999459824927,0.995125419553793,0.88470325626183,"HMGB3/EXO1",2
"GO:0003206","GO:0003206","cardiac chamber morphogenesis","1/329","129/17913",0.909280058169171,0.996145025205363,0.885609723348613,"MESP1",1
"GO:0016485","GO:0016485","protein processing","3/329","295/17913",0.910295749508924,0.996448294777397,0.885879341200425,"PARP1/F12/ENO1",3
"GO:0007156","GO:0007156","homophilic cell adhesion via plasma membrane adhesion molecules","1/329","130/17913",0.910958356688197,0.996448294777397,0.885879341200425,"CELSR3",1
"GO:0016999","GO:0016999","antibiotic metabolic process","1/329","130/17913",0.910958356688197,0.996448294777397,0.885879341200425,"IDH2",1
"GO:0050921","GO:0050921","positive regulation of chemotaxis","1/329","130/17913",0.910958356688197,0.996448294777397,0.885879341200425,"MDK",1
"GO:0007224","GO:0007224","smoothened signaling pathway","1/329","131/17913",0.912605699692728,0.997099734892862,0.886458495526188,"STIL",1
"GO:0045598","GO:0045598","regulation of fat cell differentiation","1/329","131/17913",0.912605699692728,0.997099734892862,0.886458495526188,"MMP11",1
"GO:0048813","GO:0048813","dendrite morphogenesis","1/329","131/17913",0.912605699692728,0.997099734892862,0.886458495526188,"NGEF",1
"GO:0048565","GO:0048565","digestive tract development","1/329","132/17913",0.914222656435563,0.997333807020614,0.886666594293995,"CCNB1",1
"GO:0050715","GO:0050715","positive regulation of cytokine secretion","1/329","132/17913",0.914222656435563,0.997333807020614,0.886666594293995,"MDK",1
"GO:0055088","GO:0055088","lipid homeostasis","1/329","132/17913",0.914222656435563,0.997333807020614,0.886666594293995,"TLCD1",1
"GO:0060048","GO:0060048","cardiac muscle contraction","1/329","132/17913",0.914222656435563,0.997333807020614,0.886666594293995,"NUP155",1
"GO:0048738","GO:0048738","cardiac muscle tissue development","2/329","221/17913",0.915931893938115,0.998518588721765,0.887719908990185,"MESP1/CCNB1",2
"GO:0006650","GO:0006650","glycerophospholipid metabolic process","3/329","300/17913",0.916010899428652,0.998518588721765,0.887719908990185,"ACP6/SYNJ2/SELENOI",3
"GO:0006469","GO:0006469","negative regulation of protein kinase activity","2/329","222/17913",0.917190012936119,0.998848988216899,0.888013646345767,"PLK1/HEXIM2",2
"GO:0045444","GO:0045444","fat cell differentiation","2/329","222/17913",0.917190012936119,0.998848988216899,0.888013646345767,"MMP11/MB",2
"GO:0030509","GO:0030509","BMP signaling pathway","1/329","134/17913",0.917367636154198,0.998848988216899,0.888013646345767,"UBE2O",1
"GO:0040013","GO:0040013","negative regulation of locomotion","4/329","377/17913",0.918390949126755,0.998984077303114,0.888133745533378,"WNT3/IDH2/MARVELD3/FRMD5",4
"GO:0010466","GO:0010466","negative regulation of peptidase activity","2/329","223/17913",0.91843046451386,0.998984077303114,0.888133745533378,"BIRC5/CST1",2
"GO:0090263","GO:0090263","positive regulation of canonical Wnt signaling pathway","1/329","135/17913",0.918896746211304,0.998984077303114,0.888133745533378,"ASPM",1
"GO:2001056","GO:2001056","positive regulation of cysteine-type endopeptidase activity","1/329","135/17913",0.918896746211304,0.998984077303114,0.888133745533378,"DAP",1
"GO:0051017","GO:0051017","actin filament bundle assembly","1/329","136/17913",0.920397644540501,0.99988133955045,0.888931444814635,"SPIRE2",1
"GO:0044706","GO:0044706","multi-multicellular organism process","2/329","225/17913",0.920859251168372,0.99988133955045,0.888931444814635,"PPAT/SPP1",2
"GO:0050709","GO:0050709","negative regulation of protein secretion","1/329","137/17913",0.921870850083966,0.99988133955045,0.888931444814635,"IDH2",1
"GO:0061572","GO:0061572","actin filament bundle organization","1/329","137/17913",0.921870850083966,0.99988133955045,0.888931444814635,"SPIRE2",1
"GO:0051048","GO:0051048","negative regulation of secretion","2/329","226/17913",0.922048023721285,0.99988133955045,0.888931444814635,"IDH2/NMU",2
"GO:0014065","GO:0014065","phosphatidylinositol 3-kinase signaling","1/329","138/17913",0.923316872266818,0.99988133955045,0.888931444814635,"CEP55",1
"GO:0044344","GO:0044344","cellular response to fibroblast growth factor stimulus","1/329","138/17913",0.923316872266818,0.99988133955045,0.888931444814635,"POLR2H",1
"GO:0007338","GO:0007338","single fertilization","1/329","140/17913",0.926129357706787,0.99988133955045,0.888931444814635,"CCT3",1
"GO:0002792","GO:0002792","negative regulation of peptide secretion","1/329","142/17913",0.928838992453864,0.99988133955045,0.888931444814635,"IDH2",1
"GO:0072006","GO:0072006","nephron development","1/329","142/17913",0.928838992453864,0.99988133955045,0.888931444814635,"SIX4",1
"GO:1902903","GO:1902903","regulation of supramolecular fiber organization","3/329","313/17913",0.929354422803105,0.99988133955045,0.888931444814635,"BAIAP2L1/SPIRE2/SPTBN2",3
"GO:0043543","GO:0043543","protein acylation","2/329","233/17913",0.929911041077706,0.99988133955045,0.888931444814635,"CHEK1/PYGO2",2
"GO:0055123","GO:0055123","digestive system development","1/329","143/17913",0.930156418118299,0.99988133955045,0.888931444814635,"CCNB1",1
"GO:0061041","GO:0061041","regulation of wound healing","1/329","143/17913",0.930156418118299,0.99988133955045,0.888931444814635,"F12",1
"GO:1902107","GO:1902107","positive regulation of leukocyte differentiation","1/329","143/17913",0.930156418118299,0.99988133955045,0.888931444814635,"MDK",1
"GO:1903670","GO:1903670","regulation of sprouting angiogenesis","1/329","143/17913",0.930156418118299,0.99988133955045,0.888931444814635,"E2F2",1
"GO:0030217","GO:0030217","T cell differentiation","2/329","234/17913",0.930971328423297,0.99988133955045,0.888931444814635,"MDK/FANCD2",2
"GO:0006633","GO:0006633","fatty acid biosynthetic process","1/329","144/17913",0.931449526640476,0.99988133955045,0.888931444814635,"PTGES",1
"GO:0045834","GO:0045834","positive regulation of lipid metabolic process","1/329","144/17913",0.931449526640476,0.99988133955045,0.888931444814635,"EEF1A2",1
"GO:0061337","GO:0061337","cardiac conduction","1/329","144/17913",0.931449526640476,0.99988133955045,0.888931444814635,"NUP155",1
"GO:0009896","GO:0009896","positive regulation of catabolic process","4/329","392/17913",0.931973178603802,0.99988133955045,0.888931444814635,"AURKA/UQCC2/BARD1/PLK1",4
"GO:0048592","GO:0048592","eye morphogenesis","1/329","145/17913",0.932718765524785,0.99988133955045,0.888931444814635,"MYO7A",1
"GO:0050806","GO:0050806","positive regulation of synaptic transmission","1/329","145/17913",0.932718765524785,0.99988133955045,0.888931444814635,"STX1A",1
"GO:0071774","GO:0071774","response to fibroblast growth factor","1/329","145/17913",0.932718765524785,0.99988133955045,0.888931444814635,"POLR2H",1
"GO:0050804","GO:0050804","modulation of chemical synaptic transmission","4/329","393/17913",0.932801850941143,0.99988133955045,0.888931444814635,"CDC20/STX1A/RAB26/CHRNA5",4
"GO:0099177","GO:0099177","regulation of trans-synaptic signaling","4/329","394/17913",0.933621407373403,0.99988133955045,0.888931444814635,"CDC20/STX1A/RAB26/CHRNA5",4
"GO:0003002","GO:0003002","regionalization","3/329","318/17913",0.933947713653392,0.99988133955045,0.888931444814635,"WNT3/AURKA/MESP1",3
"GO:1903706","GO:1903706","regulation of hemopoiesis","5/329","468/17913",0.934033826188248,0.99988133955045,0.888931444814635,"HMGB3/MDK/DPY30/FANCD2/SETD1A",5
"GO:0000187","GO:0000187","activation of MAPK activity","1/329","147/17913",0.935187383494415,0.99988133955045,0.888931444814635,"IRAK1",1
"GO:0071772","GO:0071772","response to BMP","1/329","147/17913",0.935187383494415,0.99988133955045,0.888931444814635,"UBE2O",1
"GO:0071773","GO:0071773","cellular response to BMP stimulus","1/329","147/17913",0.935187383494415,0.99988133955045,0.888931444814635,"UBE2O",1
"GO:0031589","GO:0031589","cell-substrate adhesion","3/329","322/17913",0.937422952415784,0.99988133955045,0.888931444814635,"KIF14/MDK/ITGA11",3
"GO:0051092","GO:0051092","positive regulation of NF-kappaB transcription factor activity","1/329","149/17913",0.937565690534089,0.99988133955045,0.888931444814635,"IRAK1",1
"GO:0045861","GO:0045861","negative regulation of proteolysis","3/329","324/17913",0.939096680650231,0.99988133955045,0.888931444814635,"BIRC5/PBK/CST1",3
"GO:0033002","GO:0033002","muscle cell proliferation","2/329","243/17913",0.939855516934928,0.99988133955045,0.888931444814635,"CCNB1/IRAK1",2
"GO:0061448","GO:0061448","connective tissue development","2/329","243/17913",0.939855516934928,0.99988133955045,0.888931444814635,"MDK/POC1A",2
"GO:0072376","GO:0072376","protein activation cascade","1/329","151/17913",0.939856980838058,0.99988133955045,0.888931444814635,"F12",1
"GO:0006644","GO:0006644","phospholipid metabolic process","4/329","402/17913",0.93985961626154,0.99988133955045,0.888931444814635,"SMPDL3B/ACP6/SYNJ2/SELENOI",4
"GO:0007015","GO:0007015","actin filament organization","3/329","325/17913",0.939917972038487,0.99988133955045,0.888931444814635,"BAIAP2L1/SPIRE2/SPTBN2",3
"GO:0030098","GO:0030098","lymphocyte differentiation","3/329","325/17913",0.939917972038487,0.99988133955045,0.888931444814635,"HMGB3/MDK/FANCD2",3
"GO:0051222","GO:0051222","positive regulation of protein transport","4/329","403/17913",0.940600833513603,0.99988133955045,0.888931444814635,"ECT2/MDK/NMU/GTSE1",4
"GO:0033673","GO:0033673","negative regulation of kinase activity","2/329","244/17913",0.940772943946541,0.99988133955045,0.888931444814635,"PLK1/HEXIM2",2
"GO:0001501","GO:0001501","skeletal system development","5/329","479/17913",0.941860831339538,0.99988133955045,0.888931444814635,"MDK/POC1A/SIX4/SGPL1/SRD5A1",5
"GO:0071346","GO:0071346","cellular response to interferon-gamma","1/329","153/17913",0.942064428795143,0.99988133955045,0.888931444814635,"EPRS",1
"GO:0007159","GO:0007159","leukocyte cell-cell adhesion","3/329","328/17913",0.942320900097521,0.99988133955045,0.888931444814635,"MDK/PODXL2/IRAK1",3
"GO:0031214","GO:0031214","biomineral tissue development","1/329","154/17913",0.943137672203161,0.99988133955045,0.888931444814635,"SPP1",1
"GO:1901568","GO:1901568","fatty acid derivative metabolic process","1/329","154/17913",0.943137672203161,0.99988133955045,0.888931444814635,"PTGES",1
"GO:0007611","GO:0007611","learning or memory","2/329","247/17913",0.943446287905059,0.99988133955045,0.888931444814635,"MDK/FEN1",2
"GO:0007389","GO:0007389","pattern specification process","4/329","408/17913",0.944183962353475,0.99988133955045,0.888931444814635,"WNT3/AURKA/STIL/MESP1",4
"GO:0032874","GO:0032874","positive regulation of stress-activated MAPK cascade","1/329","155/17913",0.94419109333302,0.99988133955045,0.888931444814635,"UNC5CL",1
"GO:0003007","GO:0003007","heart morphogenesis","2/329","249/17913",0.945164472993704,0.99988133955045,0.888931444814635,"STIL/MESP1",2
"GO:0008016","GO:0008016","regulation of heart contraction","2/329","249/17913",0.945164472993704,0.99988133955045,0.888931444814635,"NUP155/NMU",2
"GO:0001906","GO:0001906","cell killing","1/329","156/17913",0.945225057196824,0.99988133955045,0.888931444814635,"DNASE1",1
"GO:0070304","GO:0070304","positive regulation of stress-activated protein kinase signaling cascade","1/329","156/17913",0.945225057196824,0.99988133955045,0.888931444814635,"UNC5CL",1
"GO:0071347","GO:0071347","cellular response to interleukin-1","1/329","156/17913",0.945225057196824,0.99988133955045,0.888931444814635,"IRAK1",1
"GO:0006869","GO:0006869","lipid transport","3/329","332/17913",0.945386697001022,0.99988133955045,0.888931444814635,"SPP1/ABCC3/EPRS",3
"GO:0043406","GO:0043406","positive regulation of MAP kinase activity","2/329","250/17913",0.946004863058932,0.99988133955045,0.888931444814635,"EZH2/IRAK1",2
"GO:0022409","GO:0022409","positive regulation of cell-cell adhesion","2/329","251/17913",0.946833007327724,0.99988133955045,0.888931444814635,"MDK/IRAK1",2
"GO:0002283","GO:0002283","neutrophil activation involved in immune response","5/329","488/17913",0.947633547946691,0.99988133955045,0.888931444814635,"ILF2/CANT1/C1orf35/MLEC/DNASE1",5
"GO:0046488","GO:0046488","phosphatidylinositol metabolic process","1/329","159/17913",0.948213755528042,0.99988133955045,0.888931444814635,"SYNJ2",1
"GO:0060326","GO:0060326","cell chemotaxis","2/329","253/17913",0.948453214634167,0.99988133955045,0.888931444814635,"MDK/ARHGEF16",2
"GO:0035821","GO:0035821","modification of morphology or physiology of other organism","1/329","160/17913",0.949173408250317,0.99988133955045,0.888931444814635,"PC",1
"GO:0048015","GO:0048015","phosphatidylinositol-mediated signaling","1/329","160/17913",0.949173408250317,0.99988133955045,0.888931444814635,"CEP55",1
"GO:0010950","GO:0010950","positive regulation of endopeptidase activity","1/329","161/17913",0.950115330668254,0.99988133955045,0.888931444814635,"DAP",1
"GO:0006631","GO:0006631","fatty acid metabolic process","3/329","339/17913",0.950391179050785,0.99988133955045,0.888931444814635,"SGPL1/MORC2/PTGES",3
"GO:0050714","GO:0050714","positive regulation of protein secretion","2/329","256/17913",0.950795733827084,0.99988133955045,0.888931444814635,"MDK/NMU",2
"GO:0031331","GO:0031331","positive regulation of cellular catabolic process","3/329","341/17913",0.951740734813927,0.99988133955045,0.888931444814635,"AURKA/UQCC2/PLK1",3
"GO:0043487","GO:0043487","regulation of RNA stability","1/329","163/17913",0.951947284994472,0.99988133955045,0.888931444814635,"DKC1",1
"GO:0048017","GO:0048017","inositol lipid-mediated signaling","1/329","163/17913",0.951947284994472,0.99988133955045,0.888931444814635,"CEP55",1
"GO:0050680","GO:0050680","negative regulation of epithelial cell proliferation","1/329","163/17913",0.951947284994472,0.99988133955045,0.888931444814635,"MARVELD3",1
"GO:0002446","GO:0002446","neutrophil mediated immunity","5/329","499/17913",0.953983931385697,0.99988133955045,0.888931444814635,"ILF2/CANT1/C1orf35/MLEC/DNASE1",5
"GO:0042119","GO:0042119","neutrophil activation","5/329","499/17913",0.953983931385697,0.99988133955045,0.888931444814635,"ILF2/CANT1/C1orf35/MLEC/DNASE1",5
"GO:0120032","GO:0120032","regulation of plasma membrane bounded cell projection assembly","1/329","166/17913",0.954570211565236,0.99988133955045,0.888931444814635,"ANLN",1
"GO:0006612","GO:0006612","protein targeting to membrane","1/329","167/17913",0.955412404634208,0.99988133955045,0.888931444814635,"CHMP4B",1
"GO:0033209","GO:0033209","tumor necrosis factor-mediated signaling pathway","1/329","167/17913",0.955412404634208,0.99988133955045,0.888931444814635,"KRT8",1
"GO:2000146","GO:2000146","negative regulation of cell motility","3/329","347/17913",0.95558712931968,0.99988133955045,0.888931444814635,"IDH2/MARVELD3/FRMD5",3
"GO:0060491","GO:0060491","regulation of cell projection assembly","1/329","168/17913",0.956239031416319,0.99988133955045,0.888931444814635,"ANLN",1
"GO:0008217","GO:0008217","regulation of blood pressure","1/329","169/17913",0.957050378762841,0.99988133955045,0.888931444814635,"NMU",1
